#{"t_start": 1518620744.2323108, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,16.655839
1.0,153,32.00016
2.0,203,52.870193
3.0,214,75.489053
0.0,129,88.256199
1.0,153,105.69431
0.0,125,118.274741
4.0,262,147.038327
1.0,157,162.596501
1.0,157,178.813765
1.0,157,195.184797
0.0,125,207.717022
1.0,174,225.798511
2.0,185,245.040927
2.0,204,266.278479
0.0,127,279.162835
1.0,174,297.051311
4.0,280,326.733816
0.0,129,339.530152
1.0,173,357.315238
4.0,280,386.449857
0.0,127,398.742471
0.0,125,411.40201
7.0,322,445.588219
0.0,129,458.634053
0.0,127,471.314972
3.0,214,493.24821
2.0,200,514.667218
2.0,225,539.691446
2.0,202,560.781848
3.0,232,584.795619
0.0,129,597.437241
2.0,200,618.387912
0.0,127,631.291501
3.0,249,657.116338
4.0,260,684.185158
1.0,153,699.777638
1.0,170,716.405095
2.0,223,739.468807
0.0,127,752.131941
5.0,329,787.342433
4.0,299,819.005633
9.0,404,861.301498
0.0,125,873.942019
2.0,218,896.750073
4.0,301,928.487373
2.0,198,949.541551
0.0,127,962.348724
0.0,129,975.227691
2.0,200,995.771998
0.0,127,1007.647808
2.0,204,1029.591064
2.0,203,1050.36759
0.0,129,1062.745385
1.0,176,1081.335217
0.0,129,1094.202073
2.0,202,1115.703974
0.0,129,1128.249797
1.0,175,1146.781563
1.0,173,1164.658525
2.0,202,1185.688719
0.0,129,1199.273736
3.0,226,1223.125497
3.0,230,1246.952928
0.0,129,1260.293163
1.0,158,1276.525822
0.0,125,1288.33986
1.0,157,1304.258315
0.0,129,1317.160363
0.0,127,1329.60399
0.0,125,1341.94486
2.0,203,1363.012465
0.0,129,1375.874933
1.0,171,1393.854097
0.0,125,1405.773518
0.0,129,1418.494566
0.0,127,1431.038611
0.0,129,1443.685738
1.0,175,1461.91654
0.0,129,1474.530966
2.0,183,1493.124348
0.0,127,1505.047926
0.0,125,1517.546185
1.0,155,1532.909327
4.0,301,1564.03555
0.0,125,1576.634718
0.0,127,1589.631016
2.0,226,1613.54203
1.0,176,1631.454616
1.0,156,1646.907811
1.0,171,1664.859515
0.0,125,1677.002795
0.0,129,1690.53347
1.0,173,1708.393763
1.0,157,1724.304496
0.0,127,1736.931669
4.0,279,1766.745276
0.0,127,1779.014327
1.0,155,1794.773231
4.0,300,1825.565251
6.0,353,1862.678891
2.0,200,1883.580309
2.0,202,1903.919289
0.0,127,1916.679634
0.0,125,1929.17595
3.0,251,1955.26563
3.0,250,1981.621663
0.0,127,1993.56311
0.0,127,2006.233361
0.0,127,2019.29308
2.0,227,2043.261628
2.0,208,2064.776893
4.0,267,2093.183066
0.0,127,2105.104983
0.0,127,2117.963215
0.0,127,2131.171675
0.0,127,2144.031751
1.0,174,2161.735056
2.0,202,2183.114775
0.0,129,2196.019805
0.0,127,2208.473836
0.0,123,2220.194216
0.0,125,2232.82603
1.0,175,2249.714169
0.0,125,2262.483009
0.0,129,2275.617835
1.0,169,2293.418893
1.0,172,2311.453321
0.0,129,2324.32253
0.0,129,2337.3565
7.0,324,2371.561418
3.0,270,2399.073464
0.0,127,2411.478601
2.0,202,2432.720296
0.0,123,2444.940199
3.0,229,2468.902609
0.0,127,2482.297838
1.0,173,2500.277362
8.0,373,2539.88667
4.0,280,2569.535175
2.0,202,2591.056603
1.0,173,2609.032672
0.0,129,2621.895302
1.0,157,2638.451449
0.0,129,2650.991481
2.0,217,2673.673247
3.0,252,2701.522087
0.0,127,2714.456821
0.0,125,2727.008086
1.0,153,2742.161112
0.0,125,2753.792513
0.0,127,2766.137166
4.0,320,2799.568156
3.0,272,2827.871952
0.0,127,2840.514285
0.0,127,2853.284859
2.0,200,2875.547019
0.0,129,2888.27037
0.0,127,2900.207259
0.0,127,2913.039893
0.0,127,2925.427813
0.0,127,2938.364717
1.0,170,2955.516513
8.0,373,2996.513402
2.0,202,3017.937085
4.0,296,3049.529181
2.0,223,3073.020786
5.0,369,3112.166435
3.0,250,3138.67454
2.0,187,3158.211178
0.0,125,3169.896263
2.0,200,3190.881216
4.0,322,3225.402236
4.0,286,3255.914834
3.0,275,3285.614304
3.0,266,3313.673784
0.0,129,3326.697618
0.0,125,3339.583685
0.0,125,3352.306025
0.0,129,3365.332893
2.0,202,3385.604125
3.0,270,3413.425
8.0,331,3448.229899
5.0,346,3484.846812
1.0,173,3502.623116
0.0,129,3515.127762
0.0,127,3528.123002
2.0,224,3551.293306
4.0,263,3578.335271
2.0,204,3600.708966
0.0,127,3612.597358
0.0,129,3625.323467
1.0,158,3641.785882
6.0,398,3683.689429
1.0,155,3698.729819
1.0,153,3714.002949
0.0,125,3726.381752
0.0,127,3739.039534
0.0,127,3750.775594
5.0,331,3786.79889
2.0,224,3810.12846
1.0,174,3827.917223
2.0,202,3848.699403
0.0,129,3861.334426
3.0,248,3887.192289
0.0,127,3900.175633
1.0,173,3917.965796
0.0,127,3930.651293
0.0,125,3943.435792
0.0,129,3956.244086
3.0,249,3982.539971
1.0,173,3999.900817
0.0,127,4012.384132
10.0,447,4060.234144
2.0,226,4083.652971
0.0,127,4096.334832
5.0,350,4134.609534
0.0,125,4147.378767
0.0,123,4159.220457
4.0,301,4190.586332
0.0,127,4203.804053
4.0,300,4235.655685
5.0,370,4275.417685
2.0,202,4296.131075
1.0,156,4312.228593
0.0,129,4325.095465
0.0,127,4338.09519
4.0,299,4370.77069
0.0,127,4383.253217
5.0,352,4420.851216
9.0,403,4463.553645
0.0,129,4476.080328
5.0,350,4513.424047
2.0,202,4534.538377
9.0,404,4577.849341
0.0,123,4589.668506
0.0,129,4602.75869
0.0,127,4615.482652
3.0,228,4639.380134
0.0,127,4652.738191
2.0,200,4673.434219
0.0,125,4686.126552
0.0,129,4699.335221
0.0,127,4711.997876
2.0,221,4734.722626
0.0,129,4747.305884
5.0,350,4784.847533
5.0,350,4822.723632
1.0,173,4840.012013
1.0,157,4856.152046
0.0,127,4868.372861
0.0,129,4880.878093
0.0,127,4893.661655
5.0,352,4931.201982
0.0,129,4944.311562
3.0,248,4970.059277
0.0,125,4981.896024
0.0,125,4994.216367
0.0,127,5006.777924
2.0,202,5027.709983
0.0,125,5040.248981
1.0,176,5058.099733
6.0,397,5100.489659
4.0,297,5131.025891
2.0,202,5152.248646
10.0,431,5198.758186
0.0,129,5211.732461
0.0,127,5224.284243
2.0,202,5245.377785
1.0,175,5263.672213
0.0,129,5275.841568
1.0,152,5291.145384
9.0,404,5333.798929
0.0,129,5346.812473
5.0,349,5383.906649
3.0,248,5408.721085
2.0,202,5430.044146
0.0,125,5442.230301
2.0,202,5463.037294
0.0,127,5475.821758
0.0,129,5488.570189
0.0,127,5501.529487
2.0,200,5522.336075
0.0,129,5534.854521
4.0,319,5568.478194
0.0,129,5580.914611
5.0,349,5619.991691
2.0,198,5640.495868
0.0,127,5652.76334
0.0,129,5665.593639
0.0,129,5679.404
0.0,129,5691.508338
0.0,125,5703.949523
0.0,127,5716.750615
0.0,129,5730.047724
1.0,155,5745.833675
0.0,129,5759.005619
9.0,403,5802.807285
5.0,344,5838.526095
0.0,127,5851.016916
0.0,129,5863.542487
5.0,348,5900.47614
0.0,129,5913.31168
0.0,127,5925.658673
3.0,228,5949.466271
9.0,404,5991.687726
7.0,409,6034.544819
2.0,200,6054.811273
2.0,202,6076.025756
0.0,129,6088.704623
2.0,202,6108.745241
2.0,200,6130.650127
13.0,457,6178.700394
0.0,127,6191.460156
5.0,350,6228.421219
5.0,350,6265.731504
0.0,127,6278.122066
9.0,404,6321.651638
0.0,127,6333.472367
5.0,350,6370.349458
2.0,200,6392.021148
3.0,248,6418.560449
2.0,200,6438.750202
5.0,352,6476.24576
4.0,278,6505.442314
0.0,125,6518.158266
4.0,299,6549.553021
0.0,129,6561.538419
0.0,129,6574.114798
2.0,202,6595.789977
2.0,202,6617.073883
0.0,129,6629.672987
1.0,173,6646.723744
5.0,350,6684.63948
2.0,202,6704.888391
1.0,173,6722.737927
0.0,127,6735.69405
0.0,129,6748.70188
1.0,172,6766.03502
2.0,198,6786.251076
5.0,350,6823.679709
6.0,396,6866.321053
2.0,198,6886.273546
9.0,404,6928.908709
5.0,350,6966.608195
0.0,127,6978.49706
0.0,129,6991.15846
2.0,198,7011.782703
0.0,129,7023.93927
1.0,155,7039.484314
2.0,198,7060.353514
0.0,127,7073.046021
0.0,129,7086.137474
0.0,125,7098.481798
2.0,192,7118.587793
0.0,129,7131.232112
2.0,200,7152.352273
0.0,127,7164.023003
2.0,202,7185.127714
4.0,297,7216.69369
2.0,202,7237.566773
1.0,157,7253.236391
0.0,129,7266.26038
0.0,127,7278.237239
0.0,129,7291.186013
0.0,127,7303.440687
0.0,129,7316.199331
3.0,246,7341.761606
1.0,176,7359.496854
0.0,129,7372.365149
0.0,129,7385.814065
0.0,125,7398.54095
5.0,350,7435.217421
0.0,129,7448.347207
4.0,278,7477.649826
0.0,125,7490.212657
0.0,129,7503.236194
3.0,248,7529.353639
5.0,350,7566.455224
0.0,127,7579.817919
0.0,129,7592.983479
5.0,350,7630.681054
2.0,202,7651.737938
3.0,248,7677.995394
5.0,350,7715.584305
0.0,129,7728.714677
1.0,155,7744.882103
5.0,350,7782.633677
2.0,198,7802.346671
0.0,129,7815.30237
3.0,248,7841.615494
4.0,297,7874.266183
2.0,198,7895.41472
5.0,346,7933.800085
0.0,129,7946.90995
5.0,350,7984.447306
0.0,125,7997.349262
9.0,404,8040.271087
2.0,202,8061.139918
0.0,127,8074.324261
0.0,127,8086.502009
9.0,404,8129.584446
0.0,129,8142.004138
1.0,155,8157.810383
0.0,129,8170.656785
0.0,127,8183.163601
0.0,127,8194.990665
0.0,127,8207.946785
2.0,202,8229.049613
0.0,127,8242.087617
