fps,value_loss,explained_variance,total_timesteps,nupdates,policy_entropy
143,0.0035751997493207455,0.9707277752459049,1424000,17800,1.349562168121338
143,0.005864751525223255,0.9193178936839104,1432000,17900,1.3621976375579834
143,0.017841050401329994,0.8471463173627853,1440000,18000,1.352848768234253
143,0.018881043419241905,0.8427046239376068,1448000,18100,1.359375
143,0.0066154696978628635,0.9314554929733276,1456000,18200,1.3555529117584229
143,0.0031800479628145695,0.9760566167533398,1464000,18300,1.3407853841781616
143,0.002314139623194933,0.8558643162250519,1472000,18400,1.363046646118164
143,0.0032491101883351803,0.9680185727775097,1480000,18500,1.3606094121932983
143,0.0034133284352719784,0.9632345400750637,1488000,18600,1.3544347286224365
143,0.003464036388322711,0.9819100648164749,1496000,18700,1.35015869140625
143,0.005588962230831385,0.9432100355625153,1504000,18800,1.3444746732711792
143,0.012735104188323021,0.8826260417699814,1512000,18900,1.3605562448501587
143,0.0022722226567566395,0.9590246938169003,1520000,19000,1.3486627340316772
143,0.003175780177116394,0.9063812866806984,1528000,19100,1.3447374105453491
143,0.016284141689538956,0.8027024567127228,1536000,19200,1.3553454875946045
143,0.0019217303488403559,0.9783079624176025,1544000,19300,1.3572895526885986
143,0.009087023325264454,0.9019982516765594,1552000,19400,1.3674160242080688
143,0.03833916038274765,0.6921755075454712,1560000,19500,1.362937569618225
143,0.029856493696570396,0.806842178106308,1568000,19600,1.3264586925506592
143,0.006295344326645136,0.9382738918066025,1576000,19700,1.3325637578964233
143,0.010964935645461082,0.8635448962450027,1584000,19800,1.3452800512313843
143,0.0058903987519443035,0.9308990240097046,1592000,19900,1.3258788585662842
143,0.03088442049920559,0.7538663595914841,1600000,20000,1.3383424282073975
143,0.024708809331059456,0.7123889029026031,1608000,20100,1.3530561923980713
143,0.005499913357198238,0.9297011271119118,1616000,20200,1.3323220014572144
143,0.014660011045634747,0.833089753985405,1624000,20300,1.294189453125
143,0.002243894385173917,0.9615634009242058,1632000,20400,1.3196568489074707
143,0.002814983483403921,0.9781487323343754,1640000,20500,1.2930378913879395
143,0.01740184985101223,0.9078641980886459,1648000,20600,1.323795199394226
143,0.009177036583423615,0.8903257325291634,1656000,20700,1.3610825538635254
143,0.014168326742947102,0.8297806680202484,1664000,20800,1.3423705101013184
143,0.009820840321481228,0.9095249399542809,1672000,20900,1.3208529949188232
143,0.0156554002314806,0.7860221415758133,1680000,21000,1.315903663635254
143,0.018613096326589584,0.8306197226047516,1688000,21100,1.3314807415008545
143,0.0036107362248003483,0.9703741054981947,1696000,21200,1.3246606588363647
143,0.01788751222193241,0.860221266746521,1704000,21300,1.306878685951233
143,0.015761686488986015,0.8993466794490814,1712000,21400,1.3183974027633667
143,0.002177259186282754,0.9861021786928177,1720000,21500,1.3082572221755981
143,0.014151886105537415,0.8567766547203064,1728000,21600,1.321241855621338
143,0.0032748174853622913,0.9461188204586506,1736000,21700,1.3439016342163086
143,0.006096691824495792,0.9449019096791744,1744000,21800,1.331899881362915
143,0.008942087180912495,0.8382413685321808,1752000,21900,1.3301149606704712
143,0.0060414960607886314,0.9657005220651627,1760000,22000,1.32884681224823
143,0.01370469480752945,0.8794729709625244,1768000,22100,1.3545273542404175
143,0.004101614002138376,0.9713582713156939,1776000,22200,1.3453779220581055
143,0.009540582075715065,0.9335423335433006,1784000,22300,1.3357387781143188
143,0.0040462133474648,0.96647634729743,1792000,22400,1.3162044286727905
143,0.005486672278493643,0.9385639652609825,1800000,22500,1.3514991998672485
143,0.011695070192217827,0.8737694025039673,1808000,22600,1.3503962755203247
143,0.006287429481744766,0.9547005333006382,1816000,22700,1.3272405862808228
143,0.003424412105232477,0.9776453841477633,1824000,22800,1.3400863409042358
143,0.0032240464352071285,0.9629750810563564,1832000,22900,1.3057034015655518
143,0.002909310394898057,0.9739266615360975,1840000,23000,1.3445390462875366
143,0.001918755122460425,0.9587551355361938,1848000,23100,1.3507486581802368
143,0.005513888783752918,0.9535988941788673,1856000,23200,1.3327172994613647
143,0.012162921950221062,0.8806042373180389,1864000,23300,1.326959252357483
143,0.014633044600486755,0.8420523405075073,1872000,23400,1.34808349609375
143,0.01624107174575329,0.8678119629621506,1880000,23500,1.3368346691131592
143,0.011677772738039494,0.6095066666603088,1888000,23600,1.3194319009780884
143,0.01679958961904049,0.7831712961196899,1896000,23700,1.3138420581817627
143,0.028042856603860855,0.7337765097618103,1904000,23800,1.341121792793274
143,0.01721806451678276,0.8814596384763718,1912000,23900,1.327376127243042
143,0.010513917542994022,0.9042355269193649,1920000,24000,1.3351720571517944
143,0.014388492330908775,0.8923831582069397,1928000,24100,1.295469045639038
143,0.005702398717403412,0.9495269097387791,1936000,24200,1.345233678817749
143,0.002340392442420125,0.9620950631797314,1944000,24300,1.3355329036712646
143,0.009131561033427715,0.906189501285553,1952000,24400,1.3212664127349854
143,0.018388140946626663,0.8887784853577614,1960000,24500,1.30003821849823
143,0.003305529709905386,0.9765951670706272,1968000,24600,1.3119697570800781
143,0.009462198242545128,0.9012301042675972,1976000,24700,1.32574462890625
143,0.009722746908664703,0.904201477766037,1984000,24800,1.3104040622711182
143,0.003835304407402873,0.9668243378400803,1992000,24900,1.319419026374817
143,0.029111575335264206,0.7162421345710754,2000000,25000,1.3246949911117554
143,0.005135754123330116,0.9521903395652771,2008000,25100,1.3293012380599976
143,0.011064670979976654,0.8559551388025284,2016000,25200,1.3119702339172363
143,0.0028909898828715086,0.9756399430334568,2024000,25300,1.3545230627059937
143,0.003092181170359254,0.9783682469278574,2032000,25400,1.334186315536499
143,0.006165543105453253,0.9070248529314995,2040000,25500,1.3105061054229736
143,0.013475431129336357,0.8341967612504959,2048000,25600,1.3073680400848389
143,0.009851505048573017,0.9144813343882561,2056000,25700,1.3203067779541016
143,0.00905225146561861,0.9222846254706383,2064000,25800,1.293195366859436
143,0.01901065930724144,0.8561729788780212,2072000,25900,1.3092926740646362
143,0.01394307054579258,0.42343074083328247,2080000,26000,1.3026573657989502
143,0.022942308336496353,0.7325552105903625,2088000,26100,1.2758114337921143
143,0.004946088884025812,0.9436537213623524,2096000,26200,1.3069379329681396
143,0.006127304397523403,0.9390496946871281,2104000,26300,1.298020362854004
143,0.01944965496659279,0.7742888331413269,2112000,26400,1.2990801334381104
143,0.013168595731258392,0.9090375453233719,2120000,26500,1.2738401889801025
143,0.0072003440000116825,0.8664396554231644,2128000,26600,1.3181453943252563
143,0.005154141690582037,0.954116553068161,2136000,26700,1.2942548990249634
143,0.016510529443621635,0.7886210232973099,2144000,26800,1.3329763412475586
143,0.004179046954959631,0.9701221846044064,2152000,26900,1.3242486715316772
143,0.009909304790198803,0.8821090161800385,2160000,27000,1.3292163610458374
143,0.011962377466261387,0.884723849594593,2168000,27100,1.3061492443084717
143,0.0065253921784460545,0.7961170375347137,2176000,27200,1.3217651844024658
143,0.005695787724107504,0.95634600892663,2184000,27300,1.2528480291366577
143,0.005019624251872301,0.9656405448913574,2192000,27400,1.2776896953582764
143,0.013222900219261646,0.8895768001675606,2200000,27500,1.3022255897521973
143,0.0037848830688744783,0.9596159644424915,2208000,27600,1.2259328365325928
143,0.02033470943570137,0.8110382854938507,2216000,27700,1.2222521305084229
143,0.00959167629480362,0.8851311653852463,2224000,27800,1.2753331661224365
143,0.02293016016483307,0.8149518519639969,2232000,27900,1.2373262643814087
143,0.006511622574180365,0.9138238579034805,2240000,28000,1.260491967201233
143,0.027297556400299072,0.6986792683601379,2248000,28100,1.184232473373413
143,0.009353814646601677,0.8838131949305534,2256000,28200,1.25922429561615
143,0.01130678690969944,0.8458852022886276,2264000,28300,1.2919071912765503
143,0.009962466545403004,0.9132432863116264,2272000,28400,1.2997291088104248
143,0.007092581130564213,0.9562744870781898,2280000,28500,1.2657191753387451
143,0.022855108603835106,0.6977958977222443,2288000,28600,1.2560169696807861
143,0.010685286484658718,0.9270663633942604,2296000,28700,1.3010032176971436
143,0.03218085691332817,0.8220442831516266,2304000,28800,1.246978521347046
143,0.021854858845472336,0.8377331346273422,2312000,28900,1.2734935283660889
143,0.00976486038416624,0.8976912125945091,2320000,29000,1.270420789718628
143,0.021434785798192024,0.7538686394691467,2328000,29100,1.2675578594207764
143,0.017541149631142616,0.773470401763916,2336000,29200,1.2417443990707397
143,0.015179920010268688,0.847840890288353,2344000,29300,1.2531715631484985
143,0.013402201235294342,0.7501245588064194,2352000,29400,1.2797335386276245
143,0.005403826478868723,0.934533566236496,2360000,29500,1.2534912824630737
143,0.016139106824994087,0.7825775593519211,2368000,29600,1.262451171875
143,0.0115274079144001,0.8807946369051933,2376000,29700,1.2677942514419556
143,0.007954273372888565,0.8313105404376984,2384000,29800,1.270612120628357
143,0.013815397396683693,0.904088944196701,2392000,29900,1.1789989471435547
143,0.014467000961303711,0.8789895921945572,2400000,30000,1.2789638042449951
143,0.02175779454410076,0.8255575001239777,2408000,30100,1.2586652040481567
143,0.00936915259808302,0.9094760864973068,2416000,30200,1.215327501296997
143,0.016451891511678696,0.7889526933431625,2424000,30300,1.278693437576294
143,0.011508198454976082,0.9137006998062134,2432000,30400,1.260465145111084
143,0.014953134581446648,0.8399824500083923,2440000,30500,1.2791056632995605
144,0.009961334057152271,0.8890876621007919,2448000,30600,1.210911512374878
144,0.016637783497571945,0.7802900671958923,2456000,30700,1.242972493171692
144,0.019939258694648743,0.7998445481061935,2464000,30800,1.2329667806625366
144,0.02310013584792614,0.5590354800224304,2472000,30900,1.2185182571411133
144,0.012697821483016014,0.8846511617302895,2480000,31000,1.2726930379867554
144,0.009162118658423424,0.9243129640817642,2488000,31100,1.271177053451538
144,0.01486024260520935,0.8034061640501022,2496000,31200,1.2128558158874512
144,0.020568495616316795,0.8411289900541306,2504000,31300,1.2748510837554932
144,0.013471810147166252,0.8811777010560036,2512000,31400,1.2871978282928467
144,0.012806601822376251,0.8594229370355606,2520000,31500,1.2404346466064453
144,0.018745819106698036,0.7919481694698334,2528000,31600,1.2726681232452393
144,0.02359636500477791,0.8442633897066116,2536000,31700,1.2404088973999023
144,0.014569303020834923,0.8307546079158783,2544000,31800,1.2244484424591064
144,0.018274687230587006,0.8039321452379227,2552000,31900,1.248390793800354
144,0.009879549965262413,0.8716142326593399,2560000,32000,1.2369892597198486
144,0.007594636175781488,0.9066103622317314,2568000,32100,1.2208940982818604
144,0.027047842741012573,0.8335236757993698,2576000,32200,1.25374436378479
144,0.007540915161371231,0.8784001022577286,2584000,32300,1.2325439453125
144,0.012900449335575104,0.8950088992714882,2592000,32400,1.1902157068252563
144,0.02489677257835865,0.7321490049362183,2600000,32500,1.2383743524551392
144,0.01621096208691597,0.832742840051651,2608000,32600,1.2293857336044312
144,0.011378261260688305,0.9161799624562263,2616000,32700,1.2225830554962158
144,0.011285306885838509,0.9184221848845482,2624000,32800,1.2054756879806519
144,0.009671780280768871,0.9261641427874565,2632000,32900,1.2197656631469727
144,0.012202824465930462,0.8257701396942139,2640000,33000,1.2859628200531006
144,0.01484460849314928,0.8946259394288063,2648000,33100,1.2787407636642456
144,0.031663794070482254,0.7933318316936493,2656000,33200,1.233300805091858
144,0.019825367256999016,0.7403455674648285,2664000,33300,1.242936134338379
144,0.027466898784041405,0.48056554794311523,2672000,33400,1.2117164134979248
144,0.026676800101995468,0.7718389481306076,2680000,33500,1.1604056358337402
144,0.01769949309527874,0.8304017037153244,2688000,33600,1.247713565826416
144,0.008270337246358395,0.9233663156628609,2696000,33700,1.2775027751922607
144,0.018249813467264175,0.8654114007949829,2704000,33800,1.2281408309936523
144,0.023308422416448593,0.7857796549797058,2712000,33900,1.2402715682983398
144,0.008724559098482132,0.9520820081233978,2720000,34000,1.2766478061676025
144,0.026510465890169144,0.8016131818294525,2728000,34100,1.198587417602539
144,0.02199954353272915,0.6741454005241394,2736000,34200,1.1480497121810913
144,0.010256069712340832,0.9152746275067329,2744000,34300,1.1043481826782227
144,0.015578007325530052,0.7762240469455719,2752000,34400,1.1589837074279785
144,0.03276621177792549,0.8005962520837784,2760000,34500,1.242605209350586
144,0.010524758137762547,0.9237440153956413,2768000,34600,1.2533828020095825
144,0.03084227442741394,0.7339467704296112,2776000,34700,1.1913304328918457
144,0.01816987432539463,0.7988255769014359,2784000,34800,1.2133252620697021
144,0.013980714604258537,0.905624270439148,2792000,34900,1.2179367542266846
144,0.009945178404450417,0.9172912016510963,2800000,35000,1.2504440546035767
144,0.01971830055117607,0.8382533043622971,2808000,35100,1.2059139013290405
144,0.03297410160303116,0.682490885257721,2816000,35200,1.1372814178466797
144,0.020729755982756615,0.809564471244812,2824000,35300,1.1895391941070557
144,0.017441459000110626,0.8890019804239273,2832000,35400,1.216119647026062
144,0.013025237247347832,0.8608323931694031,2840000,35500,1.1901137828826904
144,0.013749757781624794,0.8829010725021362,2848000,35600,1.1039412021636963
144,0.015314767137169838,0.8708509355783463,2856000,35700,1.1475021839141846
144,0.019860761240124702,0.8407271653413773,2864000,35800,1.1542460918426514
144,0.024142790585756302,0.7802480906248093,2872000,35900,1.2336763143539429
144,0.020898200571537018,0.854102373123169,2880000,36000,1.25274658203125
144,0.016332078725099564,0.8664902299642563,2888000,36100,1.0813385248184204
144,0.016785256564617157,0.8672642260789871,2896000,36200,1.050071358680725
144,0.014770242385566235,0.8118979781866074,2904000,36300,1.1911513805389404
144,0.028676193207502365,0.507787823677063,2912000,36400,1.0664151906967163
144,0.016034502536058426,0.776768147945404,2920000,36500,1.1809114217758179
144,0.02057543396949768,0.7005010843276978,2928000,36600,1.081458330154419
144,0.02366367168724537,0.7869358956813812,2936000,36700,1.1122578382492065
144,0.020325319841504097,0.8127130270004272,2944000,36800,1.1760953664779663
144,0.035826075822114944,0.41409897804260254,2952000,36900,1.1492283344268799
144,0.03242689371109009,0.7414681017398834,2960000,37000,1.2461445331573486
144,0.007315111346542835,0.8758320808410645,2968000,37100,1.136583685874939
144,0.024036964401602745,0.7488598227500916,2976000,37200,1.165221929550171
144,0.03781099617481232,0.761959046125412,2984000,37300,1.1317917108535767
144,0.018968895077705383,0.6569965481758118,2992000,37400,1.0804364681243896
144,0.021718740463256836,0.6590637862682343,3000000,37500,1.176011323928833
144,0.038527537137269974,0.713948667049408,3008000,37600,1.0168629884719849
144,0.012345786206424236,0.9026877507567406,3016000,37700,1.0773794651031494
144,0.059364207088947296,0.3673502802848816,3024000,37800,1.1314303874969482
144,0.013701613061130047,0.8658886551856995,3032000,37900,1.148261308670044
144,0.01690804772078991,0.8946753144264221,3040000,38000,1.2678358554840088
144,0.01914532482624054,0.5653409063816071,3048000,38100,1.0661234855651855
144,0.04075434058904648,0.7983337789773941,3056000,38200,1.2248146533966064
144,0.014582360163331032,0.8886873945593834,3064000,38300,1.1411584615707397
144,0.018410682678222656,0.7530565112829208,3072000,38400,1.0941693782806396
144,0.014522549696266651,0.8030921816825867,3080000,38500,1.115799903869629
144,0.03005877695977688,0.7726878076791763,3088000,38600,1.2308375835418701
144,0.013904094696044922,0.8529284298419952,3096000,38700,1.1422299146652222
144,0.01898529753088951,0.7714183479547501,3104000,38800,1.1164560317993164
144,0.026458848267793655,0.6832307875156403,3112000,38900,1.1640619039535522
144,0.013571271672844887,0.9013093933463097,3120000,39000,1.119226098060608
