#{"t_start": 1518620744.298682, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,16.798242
1.0,171,34.23771
0.0,129,47.105926
0.0,129,60.210593
0.0,125,72.447111
3.0,266,102.24784
0.0,127,115.270061
0.0,127,128.849585
1.0,174,146.931649
0.0,125,159.306191
0.0,127,171.231139
0.0,127,184.489434
1.0,155,200.387616
1.0,157,216.542958
1.0,153,232.466134
2.0,201,253.254409
3.0,230,278.001836
0.0,127,290.095007
0.0,125,302.666452
0.0,129,315.580136
0.0,125,328.244032
0.0,125,340.14078
2.0,202,360.971521
0.0,127,373.941533
0.0,129,386.326056
9.0,403,429.455501
0.0,125,441.809005
2.0,225,465.80716
3.0,252,491.516233
3.0,270,521.629617
2.0,200,542.994026
0.0,125,555.650341
2.0,204,576.778734
0.0,129,589.574366
1.0,173,607.308223
2.0,223,631.103742
0.0,127,643.599983
1.0,175,660.882405
2.0,205,682.163113
0.0,127,694.586142
0.0,127,707.395365
2.0,222,729.820372
0.0,129,742.268232
2.0,222,765.318888
2.0,198,786.002068
0.0,125,798.264295
0.0,129,811.262288
1.0,176,829.042164
0.0,125,841.10554
0.0,125,853.338576
3.0,248,879.291606
4.0,322,913.312268
2.0,202,934.485236
0.0,129,947.623667
3.0,248,973.833231
2.0,222,996.774043
1.0,153,1012.026526
2.0,185,1031.523496
0.0,127,1043.988147
0.0,127,1056.237813
0.0,127,1069.0497
0.0,129,1082.232725
1.0,173,1099.975401
1.0,176,1118.551512
2.0,199,1138.789811
3.0,228,1163.322412
1.0,154,1179.161386
0.0,125,1191.303551
0.0,129,1204.884535
8.0,374,1245.310545
0.0,125,1257.757332
1.0,173,1275.60774
0.0,129,1288.178713
0.0,125,1300.48093
1.0,171,1318.285558
0.0,125,1330.449656
2.0,222,1353.345099
1.0,173,1370.855286
0.0,125,1383.995722
0.0,129,1396.8931
4.0,299,1428.179486
1.0,175,1446.062929
0.0,129,1459.026349
7.0,326,1493.195781
0.0,127,1505.655933
3.0,257,1532.160039
3.0,271,1559.832642
2.0,200,1580.732685
2.0,224,1604.945791
0.0,127,1617.816765
3.0,232,1641.446105
0.0,127,1654.132184
1.0,171,1671.508904
1.0,155,1688.05451
1.0,155,1703.998253
1.0,175,1722.176903
2.0,200,1742.994054
4.0,320,1776.227944
3.0,272,1805.173827
0.0,129,1817.442923
3.0,270,1845.469324
3.0,249,1871.39852
0.0,127,1884.511434
3.0,253,1909.763517
3.0,250,1936.66944
3.0,252,1962.524867
4.0,261,1989.947434
4.0,297,2021.803706
3.0,274,2050.952212
0.0,129,2063.715923
0.0,127,2076.606822
2.0,202,2097.186904
1.0,173,2114.744949
3.0,274,2144.439127
0.0,125,2156.891237
0.0,129,2169.455662
5.0,350,2207.473776
1.0,173,2224.904165
0.0,127,2237.759635
2.0,224,2260.303909
1.0,176,2279.336311
2.0,202,2300.213646
0.0,129,2313.446509
0.0,127,2326.414734
0.0,127,2338.60385
1.0,152,2354.098457
2.0,202,2374.604549
0.0,127,2387.351873
5.0,328,2421.793315
0.0,127,2434.345644
1.0,173,2452.297016
2.0,184,2471.119649
0.0,127,2484.629703
1.0,155,2500.282802
0.0,129,2513.270209
0.0,127,2525.146741
2.0,205,2547.006957
0.0,129,2559.592912
1.0,157,2575.890334
0.0,129,2589.162211
1.0,153,2604.862259
2.0,200,2625.424562
3.0,250,2651.940289
3.0,250,2678.172213
0.0,127,2691.587326
2.0,223,2715.55326
0.0,129,2728.373364
0.0,127,2740.711116
2.0,221,2763.528114
2.0,202,2783.800104
4.0,322,2817.268277
0.0,127,2829.870158
0.0,127,2842.67923
0.0,127,2855.529513
3.0,250,2883.030356
2.0,202,2903.613892
3.0,269,2931.59383
0.0,129,2944.711664
0.0,127,2957.625943
4.0,289,2988.529794
2.0,224,3012.745185
0.0,127,3025.31019
0.0,129,3038.37417
1.0,155,3054.162689
2.0,201,3075.304984
2.0,221,3098.268935
4.0,300,3129.726052
3.0,234,3154.07975
0.0,129,3166.722063
4.0,297,3198.571392
1.0,157,3214.850947
0.0,129,3227.57685
2.0,202,3248.3917
0.0,129,3261.174004
1.0,173,3279.672477
5.0,321,3313.816834
3.0,276,3344.362661
0.0,127,3356.795289
2.0,187,3376.125168
1.0,175,3393.080163
3.0,238,3417.882971
2.0,204,3439.059869
0.0,125,3450.870418
0.0,125,3463.073753
0.0,125,3475.876341
0.0,127,3487.77161
3.0,229,3511.741282
0.0,129,3524.371169
0.0,127,3537.075678
0.0,127,3549.347586
1.0,175,3567.292415
0.0,125,3579.643093
1.0,175,3598.231248
1.0,173,3616.146799
3.0,253,3642.501499
2.0,200,3662.442801
2.0,202,3682.898208
0.0,125,3695.312918
2.0,202,3715.841669
0.0,129,3728.6122
1.0,173,3745.577078
0.0,129,3758.565866
1.0,178,3777.067117
4.0,303,3809.617183
0.0,127,3821.440374
0.0,129,3834.605694
0.0,127,3847.179032
0.0,127,3859.470297
0.0,127,3871.877248
11.0,466,3922.797328
1.0,158,3939.202874
0.0,125,3951.523457
3.0,232,3975.784631
0.0,127,3988.47866
1.0,175,4006.256624
5.0,332,4041.531899
0.0,127,4054.042257
3.0,246,4079.713877
0.0,129,4092.856706
4.0,299,4124.294876
1.0,173,4142.854223
0.0,127,4155.581995
6.0,377,4195.475171
2.0,202,4216.780476
0.0,129,4229.633356
0.0,125,4242.41553
0.0,129,4254.733386
0.0,129,4267.771811
0.0,127,4280.155251
0.0,127,4292.742923
4.0,299,4324.556881
3.0,250,4351.691988
4.0,299,4383.867015
3.0,268,4412.257053
1.0,159,4428.348742
2.0,198,4448.801444
0.0,127,4461.047647
8.0,375,4500.393098
3.0,246,4526.659748
3.0,230,4550.414586
9.0,425,4596.72244
0.0,127,4609.213995
1.0,157,4624.783829
2.0,202,4646.646185
0.0,127,4659.742498
0.0,127,4672.44185
2.0,201,4693.061434
0.0,129,4706.126914
0.0,127,4718.442723
5.0,350,4756.100953
4.0,277,4785.406263
9.0,403,4828.80034
2.0,198,4849.073868
2.0,202,4870.071875
0.0,127,4882.51282
5.0,352,4919.708228
0.0,127,4933.016404
0.0,129,4946.007128
3.0,248,4970.99078
12.0,431,5017.247576
2.0,202,5037.893819
0.0,123,5050.1596
2.0,200,5070.378346
9.0,404,5113.324564
2.0,198,5133.881867
2.0,202,5155.346091
9.0,404,5198.415123
2.0,200,5219.184888
0.0,129,5232.760393
3.0,252,5259.060904
0.0,123,5270.51795
3.0,248,5296.571372
0.0,127,5309.09098
3.0,250,5334.930326
0.0,129,5347.722192
2.0,200,5368.400765
0.0,129,5381.144603
0.0,125,5393.179125
2.0,200,5413.03485
9.0,404,5456.850879
6.0,399,5499.54869
0.0,129,5512.311083
5.0,349,5549.217197
2.0,202,5569.713721
4.0,297,5601.993208
2.0,198,5623.624138
2.0,204,5644.449404
2.0,200,5665.296467
9.0,404,5709.133271
0.0,127,5722.109281
0.0,127,5734.976903
0.0,129,5748.151774
2.0,202,5769.40075
1.0,171,5787.258976
0.0,127,5800.025153
0.0,129,5812.222414
2.0,202,5832.53185
0.0,129,5845.333383
5.0,352,5882.439564
1.0,170,5899.632419
0.0,129,5912.486297
4.0,299,5944.053433
3.0,268,5971.450653
2.0,222,5994.035609
0.0,127,6005.853226
6.0,377,6045.66272
2.0,202,6065.992049
1.0,155,6081.863824
2.0,202,6102.476861
3.0,270,6131.467871
1.0,154,6146.948421
4.0,297,6178.122716
0.0,127,6190.341039
0.0,127,6202.483175
0.0,129,6215.57552
0.0,129,6228.363059
0.0,127,6241.135092
0.0,129,6254.109271
1.0,173,6271.380441
2.0,202,6292.513323
6.0,401,6334.836575
1.0,157,6350.662893
2.0,200,6370.67511
2.0,202,6392.333702
0.0,127,6404.6283
0.0,127,6417.852273
1.0,157,6433.699346
0.0,129,6446.415475
0.0,125,6458.761166
10.0,451,6507.369366
0.0,129,6520.389607
0.0,125,6531.864393
4.0,297,6563.142755
1.0,173,6580.937297
0.0,127,6593.390543
2.0,202,6614.743965
1.0,157,6630.386808
0.0,127,6643.113306
1.0,171,6660.236006
9.0,404,6703.771981
2.0,200,6724.494354
2.0,202,6745.730906
0.0,129,6758.505408
4.0,299,6789.767784
0.0,129,6802.265116
0.0,125,6814.723079
3.0,246,6840.742962
10.0,453,6889.241424
5.0,345,6925.583206
0.0,125,6938.12093
9.0,401,6980.60848
5.0,350,7017.419105
10.0,433,7064.222586
0.0,125,7076.769886
0.0,127,7089.664527
3.0,230,7113.632555
1.0,155,7129.334754
0.0,127,7141.550142
3.0,250,7167.798022
0.0,127,7180.020044
2.0,202,7201.309416
6.0,380,7242.108684
4.0,297,7273.28425
0.0,127,7285.448154
4.0,321,7319.248108
3.0,248,7345.018232
9.0,404,7388.960006
2.0,202,7410.066394
2.0,200,7430.331037
4.0,297,7461.795673
0.0,127,7474.458828
2.0,200,7495.727272
2.0,202,7516.519147
0.0,127,7529.314344
0.0,127,7542.01657
2.0,198,7562.262947
2.0,224,7586.164665
0.0,125,7599.057237
0.0,129,7611.73286
0.0,129,7624.34873
4.0,297,7656.576437
0.0,127,7669.284548
2.0,202,7690.564993
5.0,352,7728.341819
8.0,372,7768.088443
4.0,297,7799.688347
0.0,129,7812.52833
0.0,129,7825.586195
0.0,123,7838.350281
2.0,198,7859.064845
1.0,174,7877.762509
0.0,129,7890.984167
0.0,129,7903.987548
0.0,127,7917.193357
0.0,127,7930.451149
10.0,451,7979.338164
6.0,379,8020.192748
6.0,400,8062.963057
5.0,350,8100.070111
0.0,129,8113.043845
2.0,202,8133.781862
0.0,127,8146.52183
3.0,248,8172.204146
0.0,127,8184.390662
0.0,129,8197.148742
9.0,404,8241.272398
2.0,202,8262.650854
2.0,198,8283.530129
6.0,399,8325.6641
1.0,155,8341.452027
0.0,127,8354.326757
0.0,127,8366.67608
2.0,200,8387.655217
2.0,198,8408.836534
2.0,202,8429.878915
2.0,198,8450.287441
3.0,248,8476.370917
5.0,349,8513.042334
0.0,129,8525.777547
0.0,129,8539.028199
0.0,127,8551.901201
9.0,404,8595.214419
0.0,129,8608.100849
9.0,404,8651.652147
10.0,433,8699.273577
0.0,129,8712.414127
4.0,299,8743.035631
1.0,155,8758.267108
0.0,127,8770.82283
0.0,129,8784.043337
0.0,127,8796.812476
10.0,450,8844.932125
2.0,222,8867.679852
2.0,199,8888.142614
4.0,297,8919.701823
9.0,422,8966.052597
4.0,283,8996.832988
2.0,187,9015.214806
0.0,129,9027.922902
0.0,129,9040.474464
1.0,155,9056.385902
1.0,155,9072.305548
0.0,129,9085.045096
2.0,200,9105.785264
1.0,173,9123.464685
0.0,129,9136.238452
0.0,129,9148.862628
0.0,129,9161.420049
1.0,178,9179.439365
0.0,129,9192.178991
5.0,329,9226.645926
1.0,173,9244.448596
5.0,350,9282.757076
2.0,200,9303.595526
2.0,217,9325.43982
0.0,127,9338.196813
2.0,204,9359.478891
0.0,125,9372.053362
0.0,129,9384.980651
5.0,350,9421.903801
2.0,202,9441.880167
4.0,298,9473.429216
1.0,175,9491.871404
4.0,276,9519.877557
5.0,352,9558.275675
0.0,125,9570.430362
3.0,248,9595.851358
